EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1P07383-5-1;0.31;0.33;1.99;0.3;0.57;1.89;0.31;0.92;0.83;0.61;0.77;0.27;1.14;0.68;0;0.35;0.63;1.54;0.28;0.44;3.13;0.5;0.88;2.17;0.05;2.19;0.6;0.23;0.94;1.73
SF1P07385-5-1;2.23;0;0;0;0;0;2.6;0;2.36;2.73;0;0;1.72;1.98;0;0;0;0;0;2.4;0;1.02;0;0;7.04;1.25;0.55;0;0.48;0
SF1P07386-5-1;4.64;1.42;0;1.22;1.74;0;1.63;5.03;5.17;0.89;0.3;0.63;0.54;2.22;9.8;0.13;0.59;0;3.93;4.74;0;1.62;0.86;0;4.73;4.2;1.19;1.15;1.95;0
SF1P07388-5-1;1.83;0.6;0;0.97;1.09;0;0.17;0.19;0.82;0.84;0.94;1.16;1.48;0;0.85;0.82;3.14;4.83;1.12;0.67;0;1.13;2.71;0;0.16;0.21;0.11;0.72;1.6;0.11
SF1P07389-5-1;7.51;8.93;0;4.79;1.13;0;3.85;16.05;19.27;7.57;5.46;6.01;6.34;5.57;41.29;3.12;8.64;8.45;9.68;10.3;0;7.73;3.01;0;27.2;8.39;5.3;9.32;4.7;0.34
SF1P07394-5-1;0;0;1.14;0;0;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.36;0;0;1.36;0;0;0;0;0;1.67
SF1P07395-5-1;3.37;4.08;0;8.13;7.47;0;1.49;11.26;1.88;2.19;45.16;4.46;1.72;0.98;8.88;5.3;2.89;41.93;1.74;4.06;0;1.98;4.63;0;11.74;1.44;2.09;24.7;1.47;0.54
SF1P07396-5-1;28.38;76.46;0.06;4.71;3.15;0;168.1;41.35;92.93;26.27;3.73;3.06;45.5;197;16.31;4.57;2.21;3.1;116.28;25.54;0;62.66;10.74;0;15.55;116.39;83.62;2.29;22.66;0.81
SF1P07399-5-1;23.78;9.36;0;23.81;15.72;0;2.15;1.18;23.64;38.15;5.43;17.92;8.81;24.68;0.48;9.99;41.26;6.96;27.56;39.05;0;31.61;70.19;0;1.98;85.63;13.57;0;36.6;3.16
SF1P07403-5-1;11.34;6.83;0;15.44;9.43;0;4.91;15.18;18.38;12.29;20.23;15.23;9.13;9.04;13.07;10.38;15.18;13.64;7.55;8.18;0;15.32;16.84;0;12.47;21.94;8.4;16.54;16.2;1.48
SF1P07404-5-1;14.53;6.71;0;22.1;12.29;0;1.8;0.41;5.92;36.6;4.27;9.55;6.62;19.84;1.12;7.1;26.66;1.9;19.53;26.63;0.18;20.35;54.38;0;1.04;63.7;3.59;0;17.13;2.74
SF1P07413-5-1;71.99;107;0;10.03;61.3;0;108.09;54.64;177.82;38.39;19.63;36.37;106.21;67.61;82.4;46.89;42.05;22.6;143.68;31.47;0;91.71;27.05;0.44;38.52;158.08;100.1;24.59;42.2;1.23
SF1P07419-5-1;4.98;7.71;0;4.92;7.81;0;8.51;5.83;8.11;6.75;6.3;4.49;9.03;7.52;1.24;7.51;4.91;3.46;5.62;3.84;0;6.69;4.95;0;3.43;4.65;7.48;4.04;6.36;0.32
SF1P07423-5-1;0;0;5.54;0;0;2.34;0;0;0;0;0;0.07;0;0;0;0;0;0;0;0;4.59;0;0;2.06;0;0;0;0;0;4.19
SF1P07456-5-1;3.72;3.47;0;6.71;4.2;0;1.41;3.79;5.36;5.59;7.08;5.89;1.83;4.67;6.33;2.51;6.94;12.4;3.9;2.58;0.19;6.35;8.71;0;5;4.59;2.24;8.53;6.3;0.46
SF1P07458-5-1;4.35;1.09;0;23.49;2.05;0;0.24;0.27;1.63;16.75;1.36;6.88;1.43;3.15;0;2.26;30.77;6.18;8.59;48.01;0;10.2;36.59;0;1.36;7.3;0.47;0;7;0.94
SF1P07461-5-1;1.41;1.84;26.33;1.39;1;13.28;1.47;1.17;2.34;1.82;1.81;3.66;1.83;1.1;0.28;1.59;2.56;0.63;1.86;0.76;26.78;2.31;1.01;18.2;0.65;1.27;1.27;1.52;2.58;23.93
SF1P07464-5-1;0;0;6.01;0;0;15.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.89;0.2;0;19.68;0;0;0;0;0;13.23
SF1P07465-5-1;1.01;3.92;5.69;0.74;2.77;4.31;4.33;1.54;2.67;0.93;1.17;1.4;5.32;2.85;0.14;3.14;1.49;1.85;1.8;0.71;3.99;1.75;1.15;5.07;0.52;2.95;3.3;0.52;1.78;5.57
SF1P07471-5-1;0.15;1.4;0;0.26;5.88;0;1.14;0.25;1.98;2.25;0.24;0.42;1.25;2.15;0;2.46;2.49;0.64;1.81;2.01;0;1.19;1.09;0;0;9.76;2.02;0;1.14;0
SF1P07477-5-1;5.03;5.89;181.46;11.18;6.41;32.66;1.91;3.15;7.53;6.69;2.81;12.18;3.49;1.48;5.19;5.03;11.41;14.59;10.21;8.03;136.41;8.72;14.67;25.95;9.59;2.65;1.79;13.47;6.86;97.61
SF1P07481-5-1;4;2.7;0;15.84;16.03;0;2.44;0.77;11.41;19.59;2.29;11.3;3.39;8.76;0.28;5.74;22.43;2.87;7.72;17.76;0;14.92;41.14;0;0.9;37.59;5.24;0;17.45;1.99
SF1P07483-5-1;2.3;3.01;0;1.86;2.61;0;3.22;2.79;3.79;2.64;4.07;3.62;2.67;3.34;1.1;4.05;3.79;2.09;2.87;1.91;0;3.28;3.37;0;1.63;5.66;2.91;2.08;2.97;0.32
SF1P07486-5-1;2.63;1.15;0;1.8;0.98;0;0.65;1.25;2.8;2.38;3.06;2.4;0.71;1.39;2.65;0.58;2.71;5.24;1.72;3.62;0;2.44;2.81;0;2.4;1.58;1.07;4.47;2.7;0.08
SF1P07488-5-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SF1P07500-5-1;3.5;2.89;0;8.71;3.86;0;1.9;0.89;2.37;2.37;1.12;4.08;3.93;3.13;0.56;3.96;2.35;4.51;1.71;4.69;0;1.07;5.69;0;0.43;1.44;2.79;2.15;5.57;1.21
SF1P07504-5-1;5.95;13.1;0;4.23;18.78;0;7.38;5.8;8.26;12.3;11.46;13.59;13.87;5.49;8.65;12.81;5.45;15.06;5.74;8.43;0;9.93;10.22;0;8;8.28;11.82;6.17;10.55;0.8
SF1P07512-5-1;7.9;5.68;0;0;0;0;5.58;17.44;22.3;4.31;0;0;2.06;6.26;44.69;0;0;0;27.99;3.74;0;10.99;0;0;35.8;26.39;1.79;0;2.35;0
SF1P07513-5-1;0;0;5.66;0;0;8.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.2;0;0;3.88;0;0;0;0;0;6.26
SF1P07518-5-1;2.24;3.26;8.54;1.38;1.5;4.87;2.09;2.13;1.85;2.31;1.78;1.45;3.64;2;2.87;1.92;1.52;1.15;2.49;1.97;4.18;1.19;1.92;1.84;1.65;3.47;3.65;0.85;2.09;5.96
SF1P07519-5-1;1;1.03;0;1.3;0.7;0;0.39;0.77;1.69;1.28;1.14;1.08;0.97;2.76;0.75;0.87;0.85;1.04;1.8;3.06;0;1.09;1.24;0;0.9;1.61;1.85;1.48;1.3;0.04
SF1P07520-5-1;15.32;4.53;0;13.85;9.34;0;2.46;0;7.56;17;1.21;4.99;2.45;6.73;0;4.39;16.89;1.53;8.61;28.7;0;10.01;36.04;0;0.5;29.93;5.85;0;9.71;1.57
SF1P07521-5-1;107.29;55.02;0;115.61;118.14;0;13.69;6.13;105.8;184.06;26.76;59.04;42.1;145.75;3.06;70.61;170.98;19.27;142.04;164.08;0.58;161.63;318.12;0;5.42;484.29;71.01;0.91;152.92;16.81
SF1P07526-5-1;3.71;2.29;0;4.38;3.36;0;1.59;2.79;4.83;5.04;3.99;4.05;2.85;5.2;3.49;2.05;4.81;2.41;3.9;5.93;0;5.41;6.22;0;1.82;11.82;2.78;1.95;6.3;0.69
SF1P07528-5-1;26.66;11.89;0.07;110.67;53.47;0;5.81;2.76;26.69;86.39;28.25;81.02;9.54;24.21;1.16;38.34;82.86;12.6;25.74;35.36;0.36;79.84;319.45;0;1.18;84.63;15.85;0.33;67.96;14.79
SF1P07533-5-1;0;0;0;4.8;0;0;0;0;1.37;2.39;6.42;7;0;0;0;0.76;6.3;0;0;0;0;3.56;0;0;0;0;0;6.02;4.36;0
SF1P07538-5-1;2.63;19.95;0;0.73;7.76;0;26.77;1.49;1.76;12.02;0.71;1.67;17.08;17.71;3.87;18.79;2.09;0.45;2.89;1.1;0;6.23;2.89;0;1.13;8.68;16.8;0.86;5.71;0
SF1P07541-5-1;6.23;4.13;0;16.96;5.08;0;4.61;9.86;8.13;13.92;15.05;15.75;5.04;5.22;13.22;6.91;18.33;32.22;10.58;7.1;0.16;11.55;13.85;0;16.62;7.45;4.98;27.71;11.56;0.38
SF1P07565-5-1;0.6;0.29;2.39;0.45;0.56;7.09;0.58;0.39;0.7;0.22;0.65;0.49;0.32;1;0.11;0.37;0.43;0.56;0.85;0.38;2.4;0.72;0.67;3.49;0.95;2.13;0.37;0.42;1.18;3.14
SF1P07573-5-1;0.26;0.56;0;0.28;0.89;0;0.29;0.53;0.67;0.65;0.71;0.35;0.55;0.29;0;0.84;0.64;0.14;0.57;0.14;0;0.54;0.78;0;0.31;1.08;0.49;0.63;0.56;0.03
SF1P07585-5-1;1.62;7.13;0;1.87;4.76;0;3.83;2.63;5.02;3.86;3.23;2.2;7.26;5.06;0.12;4.95;5;3.05;2.5;1.39;0;2.9;2.15;0;1.23;5.77;4.8;1.36;3.18;0.23
SF1P07597-5-1;3.66;15.43;0;0;0.39;0;8.54;2.83;5.25;1.21;0;0;9.81;5.2;4.2;1.09;0;1.01;2.44;3.22;0;2.51;1.75;0;4.42;5.03;10.74;0;1.85;0
SF1P07598-5-1;0;0;37.36;2.9;51.33;26.29;0;1.07;0;11.92;5.32;8.12;0;1.56;0;25.32;3.72;2.78;1.48;0;54.38;8.89;0;21.99;1.23;1.32;0;2.73;9.27;50.19
SF1P07599-5-1;38.93;27.84;0;51.1;57.32;0;9.92;6.17;55.72;96.16;14.84;38.23;21.89;77.03;1.91;30.19;111.1;8.65;74.17;75.87;0.15;78.86;150.16;0;4.04;222.65;33.82;1.62;78.68;8.11
SF1P07602-5-1;667.22;335.74;1041;764.23;295.73;368.36;259.41;930.58;619.54;634.35;662.41;716.54;260.28;399.15;1293.41;329.89;528.25;1133.41;641.47;673.16;906.17;615.06;599.69;326.96;1065.43;351.57;341.71;1383.14;628.96;922.05
SF1P07612-5-1;9.96;16.09;0;2.18;5.85;0;9.13;14.43;11.73;5.39;3.68;3.16;20.18;8.48;9.1;8.82;11.8;7.95;12.82;7.86;0;7.93;4.41;0;11.41;9.24;15.09;2.22;5.84;0.09
SF1P07615-5-1;0;0;0;5.79;2.84;0;0;0;0;4.4;0;0;0;0;0;0;2.86;6.98;0;0;0;2.17;0;0;0;0;0;0;0;0
SF1P07633-5-1;16.23;22.43;0;0.94;0.48;0;15.53;23.86;16.66;1.77;0.64;0.57;17.46;9.18;20.16;1.12;0.36;0;12.86;13.24;0;7.12;3.45;0;12.09;9.04;21.41;1.35;4.57;0
SF1P07636-5-1;1.31;5.06;0;0;0;0;0;0;1.85;0;0;0.85;0;2.34;0;2.08;0;0;2.6;0;0;0.8;0;0;1.84;0.99;1.39;4.03;1.21;0
SF1P07642-5-1;0.53;1.85;0;3.16;0.14;0;0.27;0.78;1.94;2.32;0.78;3.79;0.53;0.79;1.13;0.72;10.8;0.76;0.95;2.05;0;5.76;5.58;0;0.12;7.37;0.5;0;6.5;0.09
SF1P07645-5-1;0;0;0;27.13;2.21;0;0;1.53;0;24.44;7.99;20.05;0;0;0;5.16;23.8;49.65;9.65;0;0;9.94;1.91;0;0;0;0;9.97;3.02;0
SF1P07646-5-1;0.11;0.26;0;6.55;0.74;0;0.17;1.77;0.39;0.85;1.34;1.13;0.08;0.13;0.39;0.55;1.06;0.99;0.07;0;0;0.94;1.19;0;0.37;0.46;0.07;8.32;0.75;0.11
SF1P07661-5-1;10.89;6.98;0;6.63;1.35;0;0.85;3;4.79;5.51;2.8;3.81;1.49;2.48;19.11;0.63;8.7;36.22;8.95;29.82;0;6.28;5.33;0;45.65;0.82;0.27;15.99;2.37;0
SF1P07668-5-1;11.01;8.86;0;15.07;21.84;0;3.21;0.47;15.54;25.08;1.42;4.79;6.51;24.29;0.17;13.65;18;2.39;18.36;25.66;0.07;14.83;41.41;0.03;0.72;72.58;9.6;0.04;18.37;1.09
SF1P07669-5-1;1.67;5.46;0;4.87;4.43;0;0.79;11.04;0.77;2.09;6.01;1.41;5.03;0.38;2.66;1.78;0.56;1.54;1.67;3.98;0;1.26;1.52;0;4.95;0.79;6.13;11.82;1.75;0
SF1P07682-5-1;0.47;0.35;0;0.81;0.42;0;0.47;0.34;0.84;0.26;0.61;0.55;0.35;0.56;0.13;0.42;0.51;0;0.72;0.77;0;0.96;1.13;0;0.22;0.53;0.5;0;0.78;0.05
SF1P07683-5-1;2.81;3.36;0;6.94;10.31;0;0.78;0.63;3.66;10.72;1.28;3.67;3.1;10.43;0;4.37;5.86;2.14;5.11;4.49;0;5.74;17.09;0;0;36.69;5.14;0;8.63;0.25
SF1P07684-5-1;0.06;0.16;0;0.31;0.77;0;0.54;0.2;1.31;0.15;0.5;0.25;0.44;0.21;0;0.26;0.29;0.26;0;0;0;0.07;0.36;0;0.08;0.65;0.34;0;0.59;0
SF1P07686-5-1;1.64;10.52;0;2.59;9.86;0;5.56;1.15;2.35;1.93;0.87;1.06;15.35;5.22;0.13;16.59;2.54;0.45;0.61;1.38;0;1.47;2.55;0;0.86;5.36;9.55;0.67;3.37;0.1
SF1P07687-5-1;14.3;20.27;0;18.67;75.56;0;74.95;40.45;58.8;53.1;51.77;40.11;36.45;32.23;9.73;51.59;43.91;27.84;31.18;8;0.41;40.31;27.52;0;11;43.48;27.6;29.79;34.64;5.76
SF1P07690-5-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.25;0;0;0;0;0;0;0;0;0;0;0;0;0
SF1P07700-5-1;0;0;1.66;0;0;1.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.16;0;0;2.11;0;0;0;0;0;1.34
SF1P07707-5-1;3.09;6.59;0;1.61;1.02;0;2.8;6.67;5.13;2.57;1.75;2.49;4.02;2.39;11.25;1.29;1.04;2.28;3.49;5.51;0;1.93;3.16;0;10.63;3.47;3.67;3.32;2.16;0.2
SF1P07708-5-1;0;0;20.26;0;0;13.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.46;0;0;18.87;0;0;0;0;0;28.3
SF1P07714-5-1;1.68;3.84;0;0.42;2.07;0;1.74;1.13;1.51;1.1;0.67;0.95;3.06;1.66;1.32;1.48;1.15;1.12;1.52;0.98;0;1.31;1.27;0;1.37;1.04;3.48;0.95;1.11;0.04
SF1P07717-5-1;9.49;2.98;0;14.54;3.85;0;2.99;4.38;8.84;8.54;9.09;15.96;1.88;3.05;12.94;1.84;8.67;18.42;10.52;8.99;0;9.95;12.88;0;18.67;5.99;1.51;14.02;9.51;0.51
SF1P07720-5-1;1.06;0;0;0.84;0.31;0;0.58;6.4;0.99;1.68;2.46;0.28;0.22;0.34;0;0.21;0.95;3.99;0.38;1.18;0;0.46;0.16;0;1.67;0.49;0.37;1.71;0.45;0.09
SF1P07721-5-1;2.2;2.38;0.12;1.92;3.51;0.44;2.99;2.35;3.88;4.56;2.72;2.57;2.99;4.83;0.11;3.57;3.77;1.48;3.94;2.65;0.16;3.39;3.6;0.32;0.94;5.49;2.46;1.78;3.78;0.33
SF1P07733-5-1;0;0;7.2;0;0;3.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0.64;0;0;0;0;0;1.27
SF1P07734-5-1;36.44;24.22;1.2;44.88;55.6;19.29;9.26;2.59;32;69.48;7.51;14.16;20.78;55.15;0.5;32.95;60.36;4.57;58.66;79.19;5.18;54.34;131.08;18.52;2.04;179.4;35.47;0.12;58.5;6.54
SF1P07735-5-1;4.35;1.45;2.69;3.88;3.52;6.39;0.65;0.11;3.04;5.88;0.7;2.13;1.48;3.29;0.08;2.32;3.23;0.83;4.9;6.5;3.14;5.65;15.25;9.93;0.09;12.09;2.08;0.1;5.44;2.17
SF1P07736-5-1;1.7;0.56;0;4.29;0;0;0;0;0.6;4.19;0;1.43;0.33;0.76;0;0.64;11.14;1.76;4.27;33.96;0;2.34;8.58;0;0;1.58;0.41;0;3.65;0
SF1P07742-5-1;9.51;12.9;0;8.41;11.49;0;6.85;15.47;28.39;17.7;13.25;7.04;5.7;7;26.29;8.01;13.96;34.01;17.01;10.89;0;14.9;13.45;0;20.07;9.78;5.29;22;9.79;0.23
SF1P07751-5-1;3.13;3.05;0;4.58;1.76;0;1.82;3.2;3.17;2.4;4.06;3.72;2.17;2.15;2.44;2.21;6.16;5.69;3.36;2.32;0;2.9;3.93;0;5.37;2.65;2.42;5.82;3.23;0.24
SF1P07752-5-1;0;0;2.24;0;0;4.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.49;0;0;8.32;0;0;0;0;0;2.91
SF1P07759-5-1;4.99;2.02;0.32;7.05;2.32;1.42;1.75;5.95;8.89;6.01;7.47;10.19;1.01;3.11;4.21;1.33;7.93;10.19;6.41;6.82;0.8;11.27;8.91;2.27;6.77;9.35;1.58;6.3;10.17;1.44
SF1P07765-5-1;12.58;2.84;0;18.91;5.59;0;0.98;0.19;6.99;12.97;1.63;7.41;0.9;5.69;0.41;1.19;17.14;4.52;13.22;32.32;0;13.62;43.97;0;0.89;21.18;3.58;0;10.65;0.74
SF1P07772-5-1;2.47;3.28;5.19;2.83;4.54;5.26;4.03;1.36;4.78;2.05;3.04;4.81;2.98;4.4;0.41;4.25;1.36;1.4;2.63;1.7;2;4.88;3.37;1.98;1.15;3.99;3.93;0;4.96;4.02
SF1P07776-5-1;0.82;5.4;0;0.46;1.77;0;2.09;0.68;1.57;0.67;0;0.37;3.33;0.97;0;2.24;0.45;0;0.55;2.4;0;0.5;1.31;0;0;0.61;3.41;0;0.93;0.26
SF1P07781-5-1;0;0;3.91;0;0;2.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36;0;0;1.24;0;0;0;0;0;1.38
SF1P07785-5-1;1.52;3.77;0;0.28;0.65;0;1.81;0.67;2.12;0.6;0.68;0.23;1.35;2.06;1.43;0.53;0.66;0.35;1.16;1.66;0;0.43;0.49;0;0.81;3.28;1.14;0;0.94;0
SF1P07795-5-1;3.25;4.03;0;0.69;1.64;0;1.85;2.52;3.22;1.01;2.04;1.96;4.92;1.8;1.01;2.71;1.33;0.86;2.44;2.39;0;1.72;2.19;0;1.42;4.03;2.52;1.3;2.22;0.2
SF1P07796-5-1;0;0;2.87;0;0;62.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.93;0;0;65.22;0;0;0;0;0;5.6
SF1P07798-5-1;0.35;0.59;0;0.92;1.15;0;0.27;0.51;1.68;0.22;0.89;0.62;0.26;0;0;0.64;2.47;1.14;0.24;0.13;0;0.74;0.96;0;0.25;1.1;0.23;0.57;1.62;0.26
SF1P07799-5-1;2.59;1.55;0;4.22;1.47;0;0.78;1.72;2.84;1.62;0.87;3.09;1.07;0.69;1.96;1.72;1.71;3.92;1.55;2.45;0;2.43;3.6;0;3.42;1.52;0.74;1.97;1.31;0.38
SF1P07800-5-1;0;0;157.94;0;0;77.97;0;0;0;0;0;0.23;0;0;0;0;0;0;0.22;0;89.22;0.2;0;48.64;0;0;0;0;0;86.88
SF1P07803-5-1;2.06;2.96;2.26;2.32;3.35;4.91;2.84;3.5;4.23;3.76;4.09;3.13;3.34;4.12;1.09;4.3;3.54;3.21;2.5;2.15;2.78;3.57;3.19;2.99;2.04;5.8;3.34;2.16;3.35;2.55
SF1P07814-5-1;0.75;2.32;0;2.28;1.53;0;1.88;2.59;2.26;1.88;2.22;0.84;0.98;1;0.43;1.73;1.86;0.81;1.37;0.75;0;1.35;1.06;0;1.22;1.96;0.95;0.61;1.25;0.06
SF1P07820-5-1;3.76;7.82;0;0;0;0;3.84;3.11;6.71;0;0;0;10.76;16.13;2.27;0;0;0;4.75;4.12;0;2.67;0.37;0;0.44;25.03;8.15;0;4.53;0
SF1P07822-5-1;0.04;0.5;0;0.39;0.49;0;0.22;0.31;0.5;0.28;0.57;0.32;0.47;0.27;0.39;0.46;0.74;0.33;0.3;0.28;0;0.46;0.09;0;0.05;0.35;0.36;0.24;0.4;0
SF1P07833-5-1;69.9;70.34;0;109.32;150.5;0;15.6;16.08;27.72;112.84;69.64;84.43;35.41;6.99;38.19;119.84;147.33;72.39;44.55;108.45;0.11;42.34;59.63;0;35.05;10.8;27.04;99.19;52.58;12.94
SF1P07847-5-1;1.15;3.51;0;1.54;3.88;0;2.38;1.64;2.11;4.61;1.24;2.2;3.93;2.89;0.2;3.47;3.18;1.34;2.06;1.44;0;2.18;2.34;0;1.34;4.32;2.53;2.25;2.97;0.15
SF1P07848-5-1;0;0;0;25.23;3.41;0;0;0.13;0.68;3.09;4.18;20.46;0;0;0;2.65;8.97;6.64;0.31;0;0;3.02;13.51;0;0;0.23;0;6.99;12.41;0.45
SF1P07853-5-1;0;0;0;6.35;0;0;0;0.31;0;0;0.63;1.02;0;0;1.82;0;0.62;0;0.76;1.64;0;0;0;0;1.06;0.28;0;3.58;0;0
SF1P07854-5-1;23.44;8.92;0;5.01;0.69;0;0.66;2.12;6.65;10.47;1.42;11.44;0.66;0;22.45;0.64;24.38;19.32;17.07;224.17;0;10.13;7.57;0;59.17;5.05;1.66;6.73;3.65;0.41
SF1P07866-5-1;0.9;0.72;0;0.39;0.73;0;0.34;0.47;1.16;0.56;0.95;1.83;0.51;0.81;1.14;0.58;1.49;0;0.45;1.51;0;1.16;1.09;0;0.63;1.41;0.11;1.09;1.23;0.11
SF1P07869-5-1;11.07;11.89;0;14.63;11.54;0;9.23;8.87;18.63;11.92;12.91;21.1;13.23;10.88;5.69;8.19;12.85;21.77;17.6;8.3;0.04;18.79;11.58;0;12.58;13.73;10.09;15.5;17.76;0.93
SF1P07873-5-1;0;0;0.65;0;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87;0;0;4.34;0;0;0;0;0;1.84
SF1P07878-5-1;3.69;25.73;13.17;0;0;3.4;16.76;3.31;1.27;1.1;0;0;35.45;9.08;0;0;1.73;0;3.69;1.95;8.59;1.62;5.3;7.82;4.66;2.95;23.13;0;3.85;7.55
SF1P07899-5-1;8.4;29.54;0;6.87;4.73;0;61.79;6.67;17.99;13.24;12.11;8.34;27.39;48.84;8.4;4.49;5.04;9.19;10.47;9.06;0.12;11.26;6.7;0;5.52;11.79;28.72;8.44;12.47;0.38
SF1P07901-5-1;26.91;14.08;2.48;32.17;13.1;0.68;23.71;52.14;47.03;36.28;39.45;63.63;15.28;19.56;67.53;14.3;54.05;46.4;56.49;31.04;5.88;44.36;23.55;1.48;40.75;18.84;14.26;59.92;36.97;5.31
SF1P07907-5-1;2.17;13.62;5.16;34.84;122.95;11.48;8.96;2.75;2.79;40.84;29.02;30.41;4.61;13.62;0.68;206;47.42;8.21;3.09;0.6;8.22;12.7;38.49;3.38;0;2.47;16.82;31.52;31.78;15.55
SF1P07915-5-1;0.68;5.52;4.34;1.06;4.23;15.62;3.47;1.18;1.3;0.85;0.96;0.24;4.09;1.69;0.17;6.65;0.89;0.59;0.67;0.2;8.08;0.73;1.64;21.81;0.38;1.98;3.36;0.22;1.19;6.11
SF1P07921-5-1;17.83;8.33;0;24.12;11.26;0;2.32;2.16;19.73;38.78;6.55;19;5.77;14.3;0;7.91;31.44;4.59;26.11;26.54;0;26.91;65.17;0;0.3;64.21;7.08;0;36.15;2.73
SF1P07924-5-1;10.5;7.4;0;8.96;8.63;0;3.55;6.25;8.84;8.94;5.61;7.97;8.36;4.84;8.12;8.62;10.59;10.6;7.89;10.45;0;9.24;14.17;0;6.68;13.5;9.67;18.3;9.02;0.48
SF1P07927-5-1;0.84;0.91;5.51;1.06;0.78;11;0.53;0.5;0.52;0.7;1.2;1.77;0.39;0.27;1.18;0.95;1.86;1.55;0.9;0.87;18.87;1.14;1.01;14.94;1.26;1.1;0.46;1.23;0.74;16.37
SF1P07933-5-1;33.31;21.23;0;85.23;12.01;0;3.74;10.34;14.99;28.1;15.08;22.77;4.53;7.81;55.73;8.42;36.96;134.87;28.59;204.05;0;18.09;30.54;0;227.62;12.24;7.04;50.09;13.61;1.06
SF1P07934-5-1;0.36;0;74.26;30.75;210.38;26.25;0.72;2.5;3.84;91.73;83.31;89.99;0.15;0.5;0.37;236.83;85.36;43.76;8.23;0.28;89.76;53.98;49.36;8.18;2.06;4.28;0.31;93.51;60.75;89.71
SF1P07940-5-1;1.06;1.71;15.41;18.17;3.6;16.58;1.66;11.36;2.77;2.24;3.52;3.61;1.27;2.43;0.88;2.44;3.72;2.04;2.03;0.83;10.2;2.54;1.6;16.55;2.13;1.86;1.42;4.14;3.27;13.18
SF1P07942-5-1;0;0;37.81;0;0;28.95;0;0;0;0;0;0.08;0;0;0.15;0;0;0;0;0.09;52.05;0.07;0;26.02;0;0;0;0;0;47.07
SF1P07945-5-1;109.9;33.57;0;105.57;35.77;0;9.42;1.86;69;73.34;10.77;50.07;27.33;60.75;0.69;23.24;93.8;10.56;87.6;172.79;0;91.29;229.25;0;3.53;248.6;51.17;0.89;102.63;10.23
SF1P07947-5-1;49.81;40.77;16.39;11.3;11.96;16.7;34.81;43.41;50.07;19.55;18.22;14.76;34.72;40.31;64.89;9.77;12.62;17.95;52.45;45.73;28.97;32.06;14.92;2.73;55.22;44.57;40.16;12.8;20.29;25.44
SF1P07949-5-1;0;0;114.37;0;0;14.51;0;0;0;0.87;0;0;0;0;0;0;0;0;0;0;27.96;0.22;0;58.77;0;0;0;0;0;22.36
SF1P07951-5-1;0.57;1.06;0;1.88;1.76;0;0.57;1.63;3.53;1.59;2.58;1.07;1.42;1.81;0.74;0.99;2.67;0.97;0.94;0.47;0;1.68;2.01;0;0.7;3.75;1.48;0.62;1.64;0.25
SF1P07952-5-1;11.11;6.47;0;8.37;3.55;0;2.81;10.04;9.02;5.02;9.6;10.16;3.43;6.89;18.51;1.24;11.34;17.19;8.74;19.63;0;7.02;14.17;0;24.85;5.19;4.63;19.43;5.8;0.33
SF1P07953-5-1;0;0.1;181.64;0;0;73.73;0;0;0.11;0;0;0.22;0;0;0;0;0;0;0;0;144.63;0.14;0;78.07;0;0;0.07;0;0;138.41
SF1P07957-5-1;2.79;1.51;0;3.1;11.24;0;0;0.24;3.99;22.4;7.06;13.43;0.45;2.12;0.24;9.07;5.69;1.71;3.78;4.27;0;13.58;17.31;0;0.56;8.89;0.93;0.61;11.77;2.19
SF1P07970-5-1;0;0;4.95;0;0;8.29;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;5.16;0;0;7.91;0;0;0;0;0;4.08
SF1P07971-5-1;1.06;1.2;0;1.84;1.01;0;2.03;2.19;3.31;1.83;2.65;4.04;1.55;2.4;0;1.84;1.94;4.51;2.68;0.67;0;4.27;0.82;0;3.43;2.75;1.39;1.73;3.8;0.22
